video_path,source_id,dataset,manipulation,compression,true_label,pred_prob,pred_label,split,model,seed
388.mp4,388,FFpp,deepfakes,c23,0,0.032126,0,test,PRISM_50D_indist,42
384.mp4,384,FFpp,deepfakes,c23,0,0.000974,0,test,PRISM_50D_indist,42
386.mp4,386,FFpp,deepfakes,c23,0,0.002608,0,test,PRISM_50D_indist,42
389.mp4,389,FFpp,deepfakes,c23,0,0.000639,0,test,PRISM_50D_indist,42
399.mp4,399,FFpp,deepfakes,c23,0,0.000685,0,test,PRISM_50D_indist,42
404.mp4,404,FFpp,deepfakes,c23,0,0.107336,0,test,PRISM_50D_indist,42
420.mp4,420,FFpp,deepfakes,c23,0,0.736521,1,test,PRISM_50D_indist,42
421.mp4,421,FFpp,deepfakes,c23,0,0.428665,0,test,PRISM_50D_indist,42
423.mp4,423,FFpp,deepfakes,c23,0,0.507183,1,test,PRISM_50D_indist,42
418.mp4,418,FFpp,deepfakes,c23,0,0.000346,0,test,PRISM_50D_indist,42
425.mp4,425,FFpp,deepfakes,c23,0,0.73293,1,test,PRISM_50D_indist,42
429.mp4,429,FFpp,deepfakes,c23,0,0.000472,0,test,PRISM_50D_indist,42
422.mp4,422,FFpp,deepfakes,c23,0,0.592449,1,test,PRISM_50D_indist,42
445.mp4,445,FFpp,deepfakes,c23,0,0.058804,0,test,PRISM_50D_indist,42
452.mp4,452,FFpp,deepfakes,c23,0,0.351195,0,test,PRISM_50D_indist,42
454.mp4,454,FFpp,deepfakes,c23,0,0.00115,0,test,PRISM_50D_indist,42
462.mp4,462,FFpp,deepfakes,c23,0,0.002604,0,test,PRISM_50D_indist,42
467.mp4,467,FFpp,deepfakes,c23,0,0.017967,0,test,PRISM_50D_indist,42
485.mp4,485,FFpp,deepfakes,c23,0,0.001915,0,test,PRISM_50D_indist,42
480.mp4,480,FFpp,deepfakes,c23,0,0.00045,0,test,PRISM_50D_indist,42
488.mp4,488,FFpp,deepfakes,c23,0,0.089668,0,test,PRISM_50D_indist,42
494.mp4,494,FFpp,deepfakes,c23,0,0.000799,0,test,PRISM_50D_indist,42
479.mp4,479,FFpp,deepfakes,c23,0,0.001255,0,test,PRISM_50D_indist,42
517.mp4,517,FFpp,deepfakes,c23,0,0.030474,0,test,PRISM_50D_indist,42
521.mp4,521,FFpp,deepfakes,c23,0,0.010385,0,test,PRISM_50D_indist,42
507.mp4,507,FFpp,deepfakes,c23,0,0.001634,0,test,PRISM_50D_indist,42
527.mp4,527,FFpp,deepfakes,c23,0,0.236062,0,test,PRISM_50D_indist,42
550.mp4,550,FFpp,deepfakes,c23,0,0.302029,0,test,PRISM_50D_indist,42
529.mp4,529,FFpp,deepfakes,c23,0,0.000113,0,test,PRISM_50D_indist,42
552.mp4,552,FFpp,deepfakes,c23,0,0.002845,0,test,PRISM_50D_indist,42
579.mp4,579,FFpp,deepfakes,c23,0,0.000549,0,test,PRISM_50D_indist,42
608.mp4,608,FFpp,deepfakes,c23,0,0.014711,0,test,PRISM_50D_indist,42
623.mp4,623,FFpp,deepfakes,c23,0,0.031729,0,test,PRISM_50D_indist,42
625.mp4,625,FFpp,deepfakes,c23,0,0.003882,0,test,PRISM_50D_indist,42
607.mp4,607,FFpp,deepfakes,c23,0,0.01684,0,test,PRISM_50D_indist,42
630.mp4,630,FFpp,deepfakes,c23,0,0.202994,0,test,PRISM_50D_indist,42
633.mp4,633,FFpp,deepfakes,c23,0,0.00438,0,test,PRISM_50D_indist,42
634.mp4,634,FFpp,deepfakes,c23,0,0.058619,0,test,PRISM_50D_indist,42
650.mp4,650,FFpp,deepfakes,c23,0,0.005597,0,test,PRISM_50D_indist,42
669.mp4,669,FFpp,deepfakes,c23,0,0.843893,1,test,PRISM_50D_indist,42
670.mp4,670,FFpp,deepfakes,c23,0,0.00198,0,test,PRISM_50D_indist,42
661.mp4,661,FFpp,deepfakes,c23,0,0.065886,0,test,PRISM_50D_indist,42
660.mp4,660,FFpp,deepfakes,c23,0,0.000688,0,test,PRISM_50D_indist,42
675.mp4,675,FFpp,deepfakes,c23,0,0.616717,1,test,PRISM_50D_indist,42
682.mp4,682,FFpp,deepfakes,c23,0,0.072819,0,test,PRISM_50D_indist,42
691.mp4,691,FFpp,deepfakes,c23,0,0.00014,0,test,PRISM_50D_indist,42
683.mp4,683,FFpp,deepfakes,c23,0,0.000517,0,test,PRISM_50D_indist,42
705.mp4,705,FFpp,deepfakes,c23,0,0.085609,0,test,PRISM_50D_indist,42
707.mp4,707,FFpp,deepfakes,c23,0,0.000956,0,test,PRISM_50D_indist,42
695.mp4,695,FFpp,deepfakes,c23,0,0.002033,0,test,PRISM_50D_indist,42
714.mp4,714,FFpp,deepfakes,c23,0,0.00012,0,test,PRISM_50D_indist,42
701.mp4,701,FFpp,deepfakes,c23,0,0.000927,0,test,PRISM_50D_indist,42
706.mp4,706,FFpp,deepfakes,c23,0,7.5e-05,0,test,PRISM_50D_indist,42
731.mp4,731,FFpp,deepfakes,c23,0,0.000949,0,test,PRISM_50D_indist,42
725.mp4,725,FFpp,deepfakes,c23,0,0.982283,1,test,PRISM_50D_indist,42
732.mp4,732,FFpp,deepfakes,c23,0,0.00425,0,test,PRISM_50D_indist,42
741.mp4,741,FFpp,deepfakes,c23,0,0.035859,0,test,PRISM_50D_indist,42
739.mp4,739,FFpp,deepfakes,c23,0,0.002848,0,test,PRISM_50D_indist,42
724.mp4,724,FFpp,deepfakes,c23,0,0.031731,0,test,PRISM_50D_indist,42
755.mp4,755,FFpp,deepfakes,c23,0,0.000843,0,test,PRISM_50D_indist,42
801.mp4,801,FFpp,deepfakes,c23,0,0.030956,0,test,PRISM_50D_indist,42
812.mp4,812,FFpp,deepfakes,c23,0,0.007864,0,test,PRISM_50D_indist,42
821.mp4,821,FFpp,deepfakes,c23,0,0.207402,0,test,PRISM_50D_indist,42
842.mp4,842,FFpp,deepfakes,c23,0,0.005877,0,test,PRISM_50D_indist,42
855.mp4,855,FFpp,deepfakes,c23,0,0.000714,0,test,PRISM_50D_indist,42
847.mp4,847,FFpp,deepfakes,c23,0,0.004498,0,test,PRISM_50D_indist,42
851.mp4,851,FFpp,deepfakes,c23,0,0.000348,0,test,PRISM_50D_indist,42
868.mp4,868,FFpp,deepfakes,c23,0,0.00498,0,test,PRISM_50D_indist,42
865.mp4,865,FFpp,deepfakes,c23,0,0.000752,0,test,PRISM_50D_indist,42
896.mp4,896,FFpp,deepfakes,c23,0,0.003197,0,test,PRISM_50D_indist,42
917.mp4,917,FFpp,deepfakes,c23,0,0.000146,0,test,PRISM_50D_indist,42
919.mp4,919,FFpp,deepfakes,c23,0,0.102753,0,test,PRISM_50D_indist,42
906.mp4,906,FFpp,deepfakes,c23,0,0.00014,0,test,PRISM_50D_indist,42
924.mp4,924,FFpp,deepfakes,c23,0,0.002594,0,test,PRISM_50D_indist,42
932.mp4,932,FFpp,deepfakes,c23,0,0.000105,0,test,PRISM_50D_indist,42
949.mp4,949,FFpp,deepfakes,c23,0,0.0393,0,test,PRISM_50D_indist,42
945.mp4,945,FFpp,deepfakes,c23,0,0.777754,1,test,PRISM_50D_indist,42
955.mp4,955,FFpp,deepfakes,c23,0,0.054104,0,test,PRISM_50D_indist,42
953.mp4,953,FFpp,deepfakes,c23,0,0.002729,0,test,PRISM_50D_indist,42
970.mp4,970,FFpp,deepfakes,c23,0,0.005558,0,test,PRISM_50D_indist,42
973.mp4,973,FFpp,deepfakes,c23,0,0.001154,0,test,PRISM_50D_indist,42
974.mp4,974,FFpp,deepfakes,c23,0,0.001691,0,test,PRISM_50D_indist,42
995.mp4,995,FFpp,deepfakes,c23,0,0.029578,0,test,PRISM_50D_indist,42
000_003.mp4,000,FFpp,deepfakes,c23,1,0.023031,0,test,PRISM_50D_indist,42
003_000.mp4,000,FFpp,deepfakes,c23,1,0.500273,1,test,PRISM_50D_indist,42
012_026.mp4,012,FFpp,deepfakes,c23,1,0.353511,0,test,PRISM_50D_indist,42
015_919.mp4,015,FFpp,deepfakes,c23,1,0.973817,1,test,PRISM_50D_indist,42
024_073.mp4,024,FFpp,deepfakes,c23,1,0.996533,1,test,PRISM_50D_indist,42
029_048.mp4,029,FFpp,deepfakes,c23,1,0.988553,1,test,PRISM_50D_indist,42
026_012.mp4,012,FFpp,deepfakes,c23,1,0.986376,1,test,PRISM_50D_indist,42
035_036.mp4,035,FFpp,deepfakes,c23,1,0.998329,1,test,PRISM_50D_indist,42
036_035.mp4,035,FFpp,deepfakes,c23,1,0.998398,1,test,PRISM_50D_indist,42
047_862.mp4,047,FFpp,deepfakes,c23,1,0.987514,1,test,PRISM_50D_indist,42
048_029.mp4,029,FFpp,deepfakes,c23,1,0.999121,1,test,PRISM_50D_indist,42
044_945.mp4,044,FFpp,deepfakes,c23,1,0.992484,1,test,PRISM_50D_indist,42
073_024.mp4,024,FFpp,deepfakes,c23,1,0.997407,1,test,PRISM_50D_indist,42
078_955.mp4,078,FFpp,deepfakes,c23,1,0.549713,1,test,PRISM_50D_indist,42
102_114.mp4,102,FFpp,deepfakes,c23,1,0.064889,0,test,PRISM_50D_indist,42
114_102.mp4,102,FFpp,deepfakes,c23,1,0.997129,1,test,PRISM_50D_indist,42
128_896.mp4,128,FFpp,deepfakes,c23,1,0.423754,0,test,PRISM_50D_indist,42
138_142.mp4,138,FFpp,deepfakes,c23,1,0.997386,1,test,PRISM_50D_indist,42
141_161.mp4,141,FFpp,deepfakes,c23,1,0.95126,1,test,PRISM_50D_indist,42
142_138.mp4,138,FFpp,deepfakes,c23,1,0.984273,1,test,PRISM_50D_indist,42
135_880.mp4,135,FFpp,deepfakes,c23,1,0.999873,1,test,PRISM_50D_indist,42
158_379.mp4,158,FFpp,deepfakes,c23,1,0.901488,1,test,PRISM_50D_indist,42
161_141.mp4,141,FFpp,deepfakes,c23,1,0.997287,1,test,PRISM_50D_indist,42
154_386.mp4,154,FFpp,deepfakes,c23,1,0.999715,1,test,PRISM_50D_indist,42
169_227.mp4,169,FFpp,deepfakes,c23,1,0.249714,0,test,PRISM_50D_indist,42
170_186.mp4,170,FFpp,deepfakes,c23,1,0.997716,1,test,PRISM_50D_indist,42
176_190.mp4,176,FFpp,deepfakes,c23,1,0.997718,1,test,PRISM_50D_indist,42
186_170.mp4,170,FFpp,deepfakes,c23,1,0.529269,1,test,PRISM_50D_indist,42
190_176.mp4,176,FFpp,deepfakes,c23,1,0.993082,1,test,PRISM_50D_indist,42
214_255.mp4,214,FFpp,deepfakes,c23,1,0.98729,1,test,PRISM_50D_indist,42
220_219.mp4,219,FFpp,deepfakes,c23,1,0.998588,1,test,PRISM_50D_indist,42
219_220.mp4,219,FFpp,deepfakes,c23,1,0.998316,1,test,PRISM_50D_indist,42
249_280.mp4,249,FFpp,deepfakes,c23,1,0.997667,1,test,PRISM_50D_indist,42
257_420.mp4,257,FFpp,deepfakes,c23,1,0.999398,1,test,PRISM_50D_indist,42
255_214.mp4,214,FFpp,deepfakes,c23,1,0.999416,1,test,PRISM_50D_indist,42
278_306.mp4,278,FFpp,deepfakes,c23,1,0.934051,1,test,PRISM_50D_indist,42
280_249.mp4,249,FFpp,deepfakes,c23,1,0.458226,0,test,PRISM_50D_indist,42
288_321.mp4,288,FFpp,deepfakes,c23,1,0.972933,1,test,PRISM_50D_indist,42
306_278.mp4,278,FFpp,deepfakes,c23,1,0.999269,1,test,PRISM_50D_indist,42
308_388.mp4,308,FFpp,deepfakes,c23,1,0.997429,1,test,PRISM_50D_indist,42
319_352.mp4,319,FFpp,deepfakes,c23,1,0.964507,1,test,PRISM_50D_indist,42
314_347.mp4,314,FFpp,deepfakes,c23,1,0.999831,1,test,PRISM_50D_indist,42
321_288.mp4,288,FFpp,deepfakes,c23,1,0.996269,1,test,PRISM_50D_indist,42
347_314.mp4,314,FFpp,deepfakes,c23,1,0.999748,1,test,PRISM_50D_indist,42
352_319.mp4,319,FFpp,deepfakes,c23,1,0.999087,1,test,PRISM_50D_indist,42
358_380.mp4,358,FFpp,deepfakes,c23,1,0.173568,0,test,PRISM_50D_indist,42
367_371.mp4,367,FFpp,deepfakes,c23,1,0.998256,1,test,PRISM_50D_indist,42
371_367.mp4,367,FFpp,deepfakes,c23,1,0.996111,1,test,PRISM_50D_indist,42
379_158.mp4,158,FFpp,deepfakes,c23,1,0.998653,1,test,PRISM_50D_indist,42
380_358.mp4,358,FFpp,deepfakes,c23,1,0.049266,0,test,PRISM_50D_indist,42
381_376.mp4,376,FFpp,deepfakes,c23,1,0.751471,1,test,PRISM_50D_indist,42
388_308.mp4,308,FFpp,deepfakes,c23,1,0.98904,1,test,PRISM_50D_indist,42
384_932.mp4,384,FFpp,deepfakes,c23,1,0.999198,1,test,PRISM_50D_indist,42
399_488.mp4,399,FFpp,deepfakes,c23,1,0.999628,1,test,PRISM_50D_indist,42
386_154.mp4,154,FFpp,deepfakes,c23,1,0.963793,1,test,PRISM_50D_indist,42
389_480.mp4,389,FFpp,deepfakes,c23,1,0.61647,1,test,PRISM_50D_indist,42
404_429.mp4,404,FFpp,deepfakes,c23,1,0.974282,1,test,PRISM_50D_indist,42
420_257.mp4,257,FFpp,deepfakes,c23,1,0.983179,1,test,PRISM_50D_indist,42
421_423.mp4,421,FFpp,deepfakes,c23,1,0.999303,1,test,PRISM_50D_indist,42
423_421.mp4,421,FFpp,deepfakes,c23,1,0.996892,1,test,PRISM_50D_indist,42
418_507.mp4,418,FFpp,deepfakes,c23,1,0.996534,1,test,PRISM_50D_indist,42
429_404.mp4,404,FFpp,deepfakes,c23,1,0.994752,1,test,PRISM_50D_indist,42
422_695.mp4,422,FFpp,deepfakes,c23,1,0.999772,1,test,PRISM_50D_indist,42
452_550.mp4,452,FFpp,deepfakes,c23,1,0.995542,1,test,PRISM_50D_indist,42
445_494.mp4,445,FFpp,deepfakes,c23,1,0.997953,1,test,PRISM_50D_indist,42
454_527.mp4,454,FFpp,deepfakes,c23,1,0.428682,0,test,PRISM_50D_indist,42
462_467.mp4,462,FFpp,deepfakes,c23,1,0.973176,1,test,PRISM_50D_indist,42
467_462.mp4,462,FFpp,deepfakes,c23,1,0.999218,1,test,PRISM_50D_indist,42
485_425.mp4,425,FFpp,deepfakes,c23,1,0.99756,1,test,PRISM_50D_indist,42
480_389.mp4,389,FFpp,deepfakes,c23,1,0.01969,0,test,PRISM_50D_indist,42
488_399.mp4,399,FFpp,deepfakes,c23,1,0.963071,1,test,PRISM_50D_indist,42
494_445.mp4,445,FFpp,deepfakes,c23,1,0.99969,1,test,PRISM_50D_indist,42
479_706.mp4,479,FFpp,deepfakes,c23,1,0.999558,1,test,PRISM_50D_indist,42
517_521.mp4,517,FFpp,deepfakes,c23,1,0.768084,1,test,PRISM_50D_indist,42
521_517.mp4,517,FFpp,deepfakes,c23,1,0.151723,0,test,PRISM_50D_indist,42
527_454.mp4,454,FFpp,deepfakes,c23,1,0.913216,1,test,PRISM_50D_indist,42
507_418.mp4,418,FFpp,deepfakes,c23,1,0.999668,1,test,PRISM_50D_indist,42
550_452.mp4,452,FFpp,deepfakes,c23,1,0.993938,1,test,PRISM_50D_indist,42
529_633.mp4,529,FFpp,deepfakes,c23,1,0.997142,1,test,PRISM_50D_indist,42
552_851.mp4,552,FFpp,deepfakes,c23,1,0.968882,1,test,PRISM_50D_indist,42
579_701.mp4,579,FFpp,deepfakes,c23,1,0.987845,1,test,PRISM_50D_indist,42
608_675.mp4,608,FFpp,deepfakes,c23,1,0.999006,1,test,PRISM_50D_indist,42
623_630.mp4,623,FFpp,deepfakes,c23,1,0.968025,1,test,PRISM_50D_indist,42
625_650.mp4,625,FFpp,deepfakes,c23,1,0.964393,1,test,PRISM_50D_indist,42
607_683.mp4,607,FFpp,deepfakes,c23,1,0.956794,1,test,PRISM_50D_indist,42
630_623.mp4,623,FFpp,deepfakes,c23,1,0.997911,1,test,PRISM_50D_indist,42
633_529.mp4,529,FFpp,deepfakes,c23,1,0.999793,1,test,PRISM_50D_indist,42
634_660.mp4,634,FFpp,deepfakes,c23,1,0.996054,1,test,PRISM_50D_indist,42
650_625.mp4,625,FFpp,deepfakes,c23,1,0.999609,1,test,PRISM_50D_indist,42
669_682.mp4,669,FFpp,deepfakes,c23,1,0.993715,1,test,PRISM_50D_indist,42
670_661.mp4,661,FFpp,deepfakes,c23,1,0.989921,1,test,PRISM_50D_indist,42
661_670.mp4,661,FFpp,deepfakes,c23,1,0.999182,1,test,PRISM_50D_indist,42
660_634.mp4,634,FFpp,deepfakes,c23,1,0.990491,1,test,PRISM_50D_indist,42
675_608.mp4,608,FFpp,deepfakes,c23,1,0.790295,1,test,PRISM_50D_indist,42
682_669.mp4,669,FFpp,deepfakes,c23,1,0.994211,1,test,PRISM_50D_indist,42
691_732.mp4,691,FFpp,deepfakes,c23,1,0.998238,1,test,PRISM_50D_indist,42
705_707.mp4,705,FFpp,deepfakes,c23,1,0.955336,1,test,PRISM_50D_indist,42
683_607.mp4,607,FFpp,deepfakes,c23,1,0.998271,1,test,PRISM_50D_indist,42
707_705.mp4,705,FFpp,deepfakes,c23,1,0.987774,1,test,PRISM_50D_indist,42
695_422.mp4,422,FFpp,deepfakes,c23,1,0.999197,1,test,PRISM_50D_indist,42
714_842.mp4,714,FFpp,deepfakes,c23,1,0.999502,1,test,PRISM_50D_indist,42
701_579.mp4,579,FFpp,deepfakes,c23,1,0.195475,0,test,PRISM_50D_indist,42
706_479.mp4,479,FFpp,deepfakes,c23,1,0.99978,1,test,PRISM_50D_indist,42
731_741.mp4,731,FFpp,deepfakes,c23,1,0.999332,1,test,PRISM_50D_indist,42
732_691.mp4,691,FFpp,deepfakes,c23,1,0.784183,1,test,PRISM_50D_indist,42
725_724.mp4,724,FFpp,deepfakes,c23,1,0.99968,1,test,PRISM_50D_indist,42
741_731.mp4,731,FFpp,deepfakes,c23,1,0.98205,1,test,PRISM_50D_indist,42
739_865.mp4,739,FFpp,deepfakes,c23,1,0.99979,1,test,PRISM_50D_indist,42
724_725.mp4,724,FFpp,deepfakes,c23,1,0.999714,1,test,PRISM_50D_indist,42
755_759.mp4,755,FFpp,deepfakes,c23,1,0.712075,1,test,PRISM_50D_indist,42
801_855.mp4,801,FFpp,deepfakes,c23,1,0.958109,1,test,PRISM_50D_indist,42
812_821.mp4,812,FFpp,deepfakes,c23,1,0.937399,1,test,PRISM_50D_indist,42
821_812.mp4,812,FFpp,deepfakes,c23,1,0.998643,1,test,PRISM_50D_indist,42
842_714.mp4,714,FFpp,deepfakes,c23,1,0.997403,1,test,PRISM_50D_indist,42
855_801.mp4,801,FFpp,deepfakes,c23,1,0.975266,1,test,PRISM_50D_indist,42
847_906.mp4,847,FFpp,deepfakes,c23,1,0.999066,1,test,PRISM_50D_indist,42
851_552.mp4,552,FFpp,deepfakes,c23,1,0.992203,1,test,PRISM_50D_indist,42
868_949.mp4,868,FFpp,deepfakes,c23,1,0.998499,1,test,PRISM_50D_indist,42
865_739.mp4,739,FFpp,deepfakes,c23,1,0.997989,1,test,PRISM_50D_indist,42
896_128.mp4,128,FFpp,deepfakes,c23,1,0.420664,0,test,PRISM_50D_indist,42
917_924.mp4,917,FFpp,deepfakes,c23,1,0.14786,0,test,PRISM_50D_indist,42
919_015.mp4,015,FFpp,deepfakes,c23,1,0.94532,1,test,PRISM_50D_indist,42
924_917.mp4,917,FFpp,deepfakes,c23,1,0.240942,0,test,PRISM_50D_indist,42
906_847.mp4,847,FFpp,deepfakes,c23,1,0.998061,1,test,PRISM_50D_indist,42
932_384.mp4,384,FFpp,deepfakes,c23,1,0.948353,1,test,PRISM_50D_indist,42
949_868.mp4,868,FFpp,deepfakes,c23,1,0.831896,1,test,PRISM_50D_indist,42
945_044.mp4,044,FFpp,deepfakes,c23,1,0.999465,1,test,PRISM_50D_indist,42
955_078.mp4,078,FFpp,deepfakes,c23,1,0.99981,1,test,PRISM_50D_indist,42
953_974.mp4,953,FFpp,deepfakes,c23,1,0.974543,1,test,PRISM_50D_indist,42
970_973.mp4,970,FFpp,deepfakes,c23,1,0.389918,0,test,PRISM_50D_indist,42
973_970.mp4,970,FFpp,deepfakes,c23,1,0.980287,1,test,PRISM_50D_indist,42
974_953.mp4,953,FFpp,deepfakes,c23,1,0.998526,1,test,PRISM_50D_indist,42
995_233.mp4,233,FFpp,deepfakes,c23,1,0.073722,0,test,PRISM_50D_indist,42
000.mp4,000,FFpp,deepfakes,c23,0,0.000335,0,test,PRISM_53D_indist,42
003.mp4,003,FFpp,deepfakes,c23,0,0.001482,0,test,PRISM_53D_indist,42
012.mp4,012,FFpp,deepfakes,c23,0,0.134183,0,test,PRISM_53D_indist,42
015.mp4,015,FFpp,deepfakes,c23,0,0.753772,1,test,PRISM_53D_indist,42
024.mp4,024,FFpp,deepfakes,c23,0,0.875648,1,test,PRISM_53D_indist,42
026.mp4,026,FFpp,deepfakes,c23,0,0.000158,0,test,PRISM_53D_indist,42
029.mp4,029,FFpp,deepfakes,c23,0,0.019108,0,test,PRISM_53D_indist,42
035.mp4,035,FFpp,deepfakes,c23,0,0.220883,0,test,PRISM_53D_indist,42
036.mp4,036,FFpp,deepfakes,c23,0,0.036056,0,test,PRISM_53D_indist,42
048.mp4,048,FFpp,deepfakes,c23,0,0.000306,0,test,PRISM_53D_indist,42
047.mp4,047,FFpp,deepfakes,c23,0,0.002321,0,test,PRISM_53D_indist,42
044.mp4,044,FFpp,deepfakes,c23,0,0.000579,0,test,PRISM_53D_indist,42
073.mp4,073,FFpp,deepfakes,c23,0,0.156658,0,test,PRISM_53D_indist,42
078.mp4,078,FFpp,deepfakes,c23,0,0.00017,0,test,PRISM_53D_indist,42
102.mp4,102,FFpp,deepfakes,c23,0,0.009141,0,test,PRISM_53D_indist,42
114.mp4,114,FFpp,deepfakes,c23,0,0.002979,0,test,PRISM_53D_indist,42
128.mp4,128,FFpp,deepfakes,c23,0,0.014925,0,test,PRISM_53D_indist,42
138.mp4,138,FFpp,deepfakes,c23,0,0.000269,0,test,PRISM_53D_indist,42
135.mp4,135,FFpp,deepfakes,c23,0,0.000121,0,test,PRISM_53D_indist,42
142.mp4,142,FFpp,deepfakes,c23,0,0.000639,0,test,PRISM_53D_indist,42
141.mp4,141,FFpp,deepfakes,c23,0,0.00024,0,test,PRISM_53D_indist,42
161.mp4,161,FFpp,deepfakes,c23,0,0.113724,0,test,PRISM_53D_indist,42
154.mp4,154,FFpp,deepfakes,c23,0,0.000483,0,test,PRISM_53D_indist,42
169.mp4,169,FFpp,deepfakes,c23,0,0.00261,0,test,PRISM_53D_indist,42
170.mp4,170,FFpp,deepfakes,c23,0,0.065965,0,test,PRISM_53D_indist,42
176.mp4,176,FFpp,deepfakes,c23,0,0.000109,0,test,PRISM_53D_indist,42
186.mp4,186,FFpp,deepfakes,c23,0,0.000175,0,test,PRISM_53D_indist,42
190.mp4,190,FFpp,deepfakes,c23,0,0.000584,0,test,PRISM_53D_indist,42
214.mp4,214,FFpp,deepfakes,c23,0,0.099711,0,test,PRISM_53D_indist,42
