video,label,p,target,dataset
634,0,0.0793113633990287,deepfakes,FFpp
029,0,0.144504889845848,deepfakes,FFpp
026,0,0.1921702325344085,deepfakes,FFpp
280,0,0.3123039901256561,deepfakes,FFpp
186,0,0.0336208119988441,deepfakes,FFpp
102,0,0.0886471644043922,deepfakes,FFpp
865,0,0.0186206214129924,deepfakes,FFpp
425,0,0.2512278258800506,deepfakes,FFpp
047,0,0.5139509439468384,deepfakes,FFpp
695,0,0.0224255248904228,deepfakes,FFpp
035,0,0.7432824969291687,deepfakes,FFpp
759,0,0.2728338837623596,deepfakes,FFpp
529,0,0.465238094329834,deepfakes,FFpp
732,0,0.8394288420677185,deepfakes,FFpp
358,0,0.0772171765565872,deepfakes,FFpp
381,0,0.1345183700323104,deepfakes,FFpp
669,0,0.4606496691703796,deepfakes,FFpp
842,0,0.0123935788869857,deepfakes,FFpp
467,0,0.4897421598434448,deepfakes,FFpp
725,0,0.1923613846302032,deepfakes,FFpp
138,0,0.5967134833335876,deepfakes,FFpp
517,0,0.3581894934177398,deepfakes,FFpp
078,0,0.0205256957560777,deepfakes,FFpp
036,0,0.134512647986412,deepfakes,FFpp
003,0,0.2785772085189819,deepfakes,FFpp
801,0,0.1677037924528122,deepfakes,FFpp
420,0,0.8101464509963989,deepfakes,FFpp
812,0,0.1306264996528625,deepfakes,FFpp
024,0,0.2837415039539337,deepfakes,FFpp
633,0,0.2121005654335022,deepfakes,FFpp
906,0,0.8612265586853027,deepfakes,FFpp
421,0,0.6958005428314209,deepfakes,FFpp
418,0,0.020574677735567,deepfakes,FFpp
607,0,0.5191013216972351,deepfakes,FFpp
142,0,0.5961601734161377,deepfakes,FFpp
367,0,0.0900743752717971,deepfakes,FFpp
527,0,0.2200793772935867,deepfakes,FFpp
741,0,0.4025292098522186,deepfakes,FFpp
389,0,0.1876403540372848,deepfakes,FFpp
847,0,0.0594308488070964,deepfakes,FFpp
682,0,0.5412286520004272,deepfakes,FFpp
970,0,0.0622898377478122,deepfakes,FFpp
521,0,0.3639138042926788,deepfakes,FFpp
462,0,0.0640076473355293,deepfakes,FFpp
308,0,0.3587614297866821,deepfakes,FFpp
220,0,0.338373601436615,deepfakes,FFpp
012,0,0.2500553131103515,deepfakes,FFpp
623_630,1,0.9929134845733644,deepfakes,FFpp
731_741,1,0.9944859147071838,deepfakes,FFpp
190_176,1,0.7768346071243286,deepfakes,FFpp
386_154,1,0.9808244109153748,deepfakes,FFpp
154_386,1,0.9883254170417786,deepfakes,FFpp
732_691,1,0.9891700744628906,deepfakes,FFpp
371_367,1,0.9929723143577576,deepfakes,FFpp
842_714,1,0.9779302477836608,deepfakes,FFpp
379_158,1,0.9926553964614868,deepfakes,FFpp
306_278,1,0.8391146063804626,deepfakes,FFpp
550_452,1,0.9731109142303468,deepfakes,FFpp
480_389,1,0.9952727556228638,deepfakes,FFpp
552_851,1,0.994741678237915,deepfakes,FFpp
995_233,1,0.9601276516914368,deepfakes,FFpp
381_376,1,0.9949514865875244,deepfakes,FFpp
186_170,1,0.994890034198761,deepfakes,FFpp
423_421,1,0.9948057532310486,deepfakes,FFpp
529_633,1,0.9903751611709596,deepfakes,FFpp
176_190,1,0.7939825654029846,deepfakes,FFpp
135_880,1,0.9834725856781006,deepfakes,FFpp
661_670,1,0.9947116374969482,deepfakes,FFpp
633_529,1,0.995215117931366,deepfakes,FFpp
421_423,1,0.9944180846214294,deepfakes,FFpp
945_044,1,0.9884135723114014,deepfakes,FFpp
227_169,1,0.9913762807846068,deepfakes,FFpp
452_550,1,0.9937368035316468,deepfakes,FFpp
880_135,1,0.994252622127533,deepfakes,FFpp
896_128,1,0.9777420163154602,deepfakes,FFpp
725_724,1,0.9930762648582458,deepfakes,FFpp
170_186,1,0.9725664854049684,deepfakes,FFpp
420_257,1,0.9889013767242432,deepfakes,FFpp
389_480,1,0.9939818978309632,deepfakes,FFpp
741_731,1,0.9930712580680848,deepfakes,FFpp
035_036,1,0.9947521090507508,deepfakes,FFpp
955_078,1,0.6717225909233093,deepfakes,FFpp
682_669,1,0.992260217666626,deepfakes,FFpp
445_494,1,0.9568496346473694,deepfakes,FFpp
288_321,1,0.9007010459899902,deepfakes,FFpp
755_759,1,0.9944320321083068,deepfakes,FFpp
906_847,1,0.9944586753845216,deepfakes,FFpp
255_214,1,0.9862418174743652,deepfakes,FFpp
388_308,1,0.8893209099769592,deepfakes,FFpp
233_995,1,0.7855209112167358,deepfakes,FFpp
036_035,1,0.958690345287323,deepfakes,FFpp
953_974,1,0.9945342540740968,deepfakes,FFpp
219_220,1,0.9948551654815674,deepfakes,FFpp
141_161,1,0.9931811690330504,deepfakes,FFpp
280_249,1,0.7596478462219238,deepfakes,FFpp
973_970,1,0.9962847828865052,deepfakes,FFpp
705_707,1,0.9959890246391296,deepfakes,FFpp
128_896,1,0.9859268069267272,deepfakes,FFpp
003_000,1,0.6797349452972412,deepfakes,FFpp
352_319,1,0.8237869143486023,deepfakes,FFpp
488_399,1,0.9691687226295472,deepfakes,FFpp
660_634,1,0.8361040353775024,deepfakes,FFpp
278_306,1,0.9941940903663636,deepfakes,FFpp
047_862,1,0.8552827835083008,deepfakes,FFpp
142_138,1,0.994454860687256,deepfakes,FFpp
425_485,1,0.9945178031921388,deepfakes,FFpp
724_725,1,0.9881511330604552,deepfakes,FFpp
868_949,1,0.992493748664856,deepfakes,FFpp
521_517,1,0.9893048405647278,deepfakes,FFpp
249_280,1,0.9953932166099548,deepfakes,FFpp
102_114,1,0.9952586889266968,deepfakes,FFpp
314_347,1,0.7439441084861755,deepfakes,FFpp
161_141,1,0.9846716523170472,deepfakes,FFpp
924_917,1,0.9919474124908448,deepfakes,FFpp
026_012,1,0.9940078258514404,deepfakes,FFpp
608_675,1,0.9732980728149414,deepfakes,FFpp
851_552,1,0.8224169015884399,deepfakes,FFpp
257_420,1,0.9929368495941162,deepfakes,FFpp
380_358,1,0.9906153678894044,deepfakes,FFpp
739_865,1,0.99439936876297,deepfakes,FFpp
517_521,1,0.994649350643158,deepfakes,FFpp
759_755,1,0.8561728596687317,deepfakes,FFpp
650_625,1,0.987151861190796,deepfakes,FFpp
347_314,1,0.9953036904335022,deepfakes,FFpp
494_445,1,0.9948838353157043,deepfakes,FFpp
821_812,1,0.8803884983062744,deepfakes,FFpp
485_425,1,0.993856966495514,deepfakes,FFpp
670_661,1,0.992435097694397,deepfakes,FFpp
078_955,1,0.9951283931732178,deepfakes,FFpp
634_660,1,0.9898883700370787,deepfakes,FFpp
707_705,1,0.9437611699104308,deepfakes,FFpp
138_142,1,0.9950388669967652,deepfakes,FFpp
801_855,1,0.9789125323295592,deepfakes,FFpp
429_404,1,0.9938191771507264,deepfakes,FFpp
919_015,1,0.994382917881012,deepfakes,FFpp
000_003,1,0.994211971759796,deepfakes,FFpp
855_801,1,0.9956163167953492,deepfakes,FFpp
384_932,1,0.9921122193336488,deepfakes,FFpp
701_579,1,0.9825173616409302,deepfakes,FFpp
048_029,1,0.9950874447822572,deepfakes,FFpp
706_479,1,0.9877283573150636,deepfakes,FFpp
358_380,1,0.9097341895103456,deepfakes,FFpp
691_732,1,0.9921963214874268,deepfakes,FFpp
579_701,1,0.9939939975738524,deepfakes,FFpp
418_507,1,0.992055892944336,deepfakes,FFpp
367_371,1,0.9791274666786194,deepfakes,FFpp
073_024,1,0.9914807677268982,deepfakes,FFpp
669_682,1,0.9943933486938475,deepfakes,FFpp
507_418,1,0.9938253164291382,deepfakes,FFpp
214_255,1,0.965281903743744,deepfakes,FFpp
607_683,1,0.9703778624534608,deepfakes,FFpp
220_219,1,0.9811305403709412,deepfakes,FFpp
714_842,1,0.99319189786911,deepfakes,FFpp
454_527,1,0.9497876167297364,deepfakes,FFpp
932_384,1,0.8748093247413635,deepfakes,FFpp
044_945,1,0.9822635054588318,deepfakes,FFpp
970_973,1,0.9914613962173462,deepfakes,FFpp
479_706,1,0.9838078022003174,deepfakes,FFpp
015_919,1,0.9740041494369508,deepfakes,FFpp
865_739,1,0.995217502117157,deepfakes,FFpp
399_488,1,0.9954190850257874,deepfakes,FFpp
949_868,1,0.9909313321113586,deepfakes,FFpp
319_352,1,0.9953978657722472,deepfakes,FFpp
625_650,1,0.9938876032829284,deepfakes,FFpp
462_467,1,0.978604793548584,deepfakes,FFpp
308_388,1,0.9949617385864258,deepfakes,FFpp
012_026,1,0.7802286148071289,deepfakes,FFpp
029_048,1,0.989336371421814,deepfakes,FFpp
321_288,1,0.9947868585586548,deepfakes,FFpp
169_227,1,0.9844241142272948,deepfakes,FFpp
376_381,1,0.990536093711853,deepfakes,FFpp
862_047,1,0.9945757389068604,deepfakes,FFpp
630_623,1,0.9808489680290222,deepfakes,FFpp
404_429,1,0.988741099834442,deepfakes,FFpp
024_073,1,0.965766668319702,deepfakes,FFpp
847_906,1,0.994762659072876,deepfakes,FFpp
812_821,1,0.9898993372917176,deepfakes,FFpp
527_454,1,0.9942452311515808,deepfakes,FFpp
422_695,1,0.9776082038879396,deepfakes,FFpp
695_422,1,0.9880889058113098,deepfakes,FFpp
467_462,1,0.9264400005340576,deepfakes,FFpp
114_102,1,0.9942192435264589,deepfakes,FFpp
683_607,1,0.9936049580574036,deepfakes,FFpp
158_379,1,0.9168460369110109,deepfakes,FFpp
917_924,1,0.9660942554473876,deepfakes,FFpp
675_608,1,0.9947593808174132,deepfakes,FFpp
974_953,1,0.9765886068344116,deepfakes,FFpp
494,0,0.0289118606597185,face2face,FFpp
429,0,0.3506311476230621,face2face,FFpp
114,0,0.2363674342632293,face2face,FFpp
445,0,0.8559530377388,face2face,FFpp
154,0,0.0455816015601158,face2face,FFpp
714,0,0.0637609660625457,face2face,FFpp
321,0,0.2031446397304535,face2face,FFpp
176,0,0.01891915127635,face2face,FFpp
691,0,0.3661973476409912,face2face,FFpp
683,0,0.3082950413227081,face2face,FFpp
219,0,0.0626021698117256,face2face,FFpp
924,0,0.1376225054264068,face2face,FFpp
423,0,0.3581245243549347,face2face,FFpp
880,0,0.1778237670660019,face2face,FFpp
141,0,0.1775948852300644,face2face,FFpp
000,0,0.045865099877119,face2face,FFpp
347,0,0.0386462993919849,face2face,FFpp
625,0,0.5367851853370667,face2face,FFpp
257,0,0.908007025718689,face2face,FFpp
623,0,0.1498708426952362,face2face,FFpp
855,0,0.1608702838420868,face2face,FFpp
896,0,0.4765973687171936,face2face,FFpp
379,0,0.3546620905399322,face2face,FFpp
974,0,0.0944634675979614,face2face,FFpp
675,0,0.0118234734982252,face2face,FFpp
706,0,0.1195600256323814,face2face,FFpp
404,0,0.2177191972732544,face2face,FFpp
452,0,0.8651598691940308,face2face,FFpp
739,0,0.0442071855068206,face2face,FFpp
169,0,0.0727486088871955,face2face,FFpp
851,0,0.5532581806182861,face2face,FFpp
422,0,0.0583117455244064,face2face,FFpp
973,0,0.274008959531784,face2face,FFpp
868,0,0.2204491645097732,face2face,FFpp
480,0,0.3687618374824524,face2face,FFpp
190,0,0.0673691034317016,face2face,FFpp
932,0,0.0388418436050415,face2face,FFpp
233,0,0.1540016829967498,face2face,FFpp
454,0,0.196198433637619,face2face,FFpp
161,0,0.115322045981884,face2face,FFpp
945,0,0.0327970422804355,face2face,FFpp
479,0,0.0843904018402099,face2face,FFpp
314,0,0.3129585981369018,face2face,FFpp
650,0,0.6460891962051392,face2face,FFpp
380,0,0.0847667083144187,face2face,FFpp
352,0,0.2546976208686828,face2face,FFpp
724,0,0.930852234363556,face2face,FFpp
376,0,0.0540614314377307,face2face,FFpp
507,0,0.1744882464408874,face2face,FFpp
661,0,0.3320482671260834,face2face,FFpp
306,0,0.5957251787185669,face2face,FFpp
660,0,0.0087854387238621,face2face,FFpp
388,0,0.3870165348052978,face2face,FFpp
707,0,0.1616432070732116,face2face,FFpp
015,0,0.5639312267303467,face2face,FFpp
731,0,0.2554370760917663,face2face,FFpp
608,0,0.1909914165735244,face2face,FFpp
371,0,0.082037016749382,face2face,FFpp
919,0,0.259911298751831,face2face,FFpp
384,0,0.0329634472727775,face2face,FFpp
386,0,0.021277355030179,face2face,FFpp
214,0,0.2203377038240432,face2face,FFpp
249,0,0.0477170534431934,face2face,FFpp
755,0,0.0738500952720642,face2face,FFpp
701,0,0.3182818591594696,face2face,FFpp
170,0,0.0330746173858642,face2face,FFpp
579,0,0.4126731157302856,face2face,FFpp
953,0,0.0133446529507637,face2face,FFpp
550,0,0.3612429499626159,face2face,FFpp
128,0,0.4780140221118927,face2face,FFpp
995,0,0.0580260083079338,face2face,FFpp
158,0,0.4117361009120941,face2face,FFpp
048,0,0.0509445220232009,face2face,FFpp
319,0,0.016712162643671,face2face,FFpp
955,0,0.1112854480743408,face2face,FFpp
917,0,0.1360901743173599,face2face,FFpp
255,0,0.1265587657690048,face2face,FFpp
862,0,0.5497850775718689,face2face,FFpp
552,0,0.4851734042167663,face2face,FFpp
399,0,0.1362384706735611,face2face,FFpp
949,0,0.3987933695316314,face2face,FFpp
821,0,0.0618610568344593,face2face,FFpp
485,0,0.635936975479126,face2face,FFpp
227,0,0.6244409680366516,face2face,FFpp
488,0,0.0868109986186027,face2face,FFpp
135,0,0.0634694471955299,face2face,FFpp
630,0,0.6637055277824402,face2face,FFpp
705,0,0.4762090444564819,face2face,FFpp
044,0,0.1762909591197967,face2face,FFpp
278,0,0.3443033099174499,face2face,FFpp
670,0,0.0668032690882682,face2face,FFpp
073,0,0.0428116992115974,face2face,FFpp
288,0,0.1344414949417114,face2face,FFpp
634,0,0.0793113633990287,face2face,FFpp
029,0,0.144504889845848,face2face,FFpp
026,0,0.1921702325344085,face2face,FFpp
280,0,0.3123039901256561,face2face,FFpp
186,0,0.0336208119988441,face2face,FFpp
102,0,0.0886471644043922,face2face,FFpp
865,0,0.0186206214129924,face2face,FFpp
425,0,0.2512278258800506,face2face,FFpp
047,0,0.5139509439468384,face2face,FFpp
695,0,0.0224255248904228,face2face,FFpp
035,0,0.7432824969291687,face2face,FFpp
759,0,0.2728338837623596,face2face,FFpp
529,0,0.465238094329834,face2face,FFpp
732,0,0.8394288420677185,face2face,FFpp
358,0,0.0772171765565872,face2face,FFpp
381,0,0.1345183700323104,face2face,FFpp
669,0,0.4606496691703796,face2face,FFpp
842,0,0.0123935788869857,face2face,FFpp
467,0,0.4897421598434448,face2face,FFpp
725,0,0.1923613846302032,face2face,FFpp
138,0,0.5967134833335876,face2face,FFpp
517,0,0.3581894934177398,face2face,FFpp
078,0,0.0205256957560777,face2face,FFpp
036,0,0.134512647986412,face2face,FFpp
003,0,0.2785772085189819,face2face,FFpp
801,0,0.1677037924528122,face2face,FFpp
420,0,0.8101464509963989,face2face,FFpp
812,0,0.1306264996528625,face2face,FFpp
024,0,0.2837415039539337,face2face,FFpp
633,0,0.2121005654335022,face2face,FFpp
906,0,0.8612265586853027,face2face,FFpp
421,0,0.6958005428314209,face2face,FFpp
418,0,0.020574677735567,face2face,FFpp
607,0,0.5191013216972351,face2face,FFpp
142,0,0.5961601734161377,face2face,FFpp
367,0,0.0900743752717971,face2face,FFpp
527,0,0.2200793772935867,face2face,FFpp
741,0,0.4025292098522186,face2face,FFpp
389,0,0.1876403540372848,face2face,FFpp
847,0,0.0594308488070964,face2face,FFpp
682,0,0.5412286520004272,face2face,FFpp
970,0,0.0622898377478122,face2face,FFpp
521,0,0.3639138042926788,face2face,FFpp
462,0,0.0640076473355293,face2face,FFpp
308,0,0.3587614297866821,face2face,FFpp
220,0,0.338373601436615,face2face,FFpp
012,0,0.2500553131103515,face2face,FFpp
623_630,1,0.6155756711959839,face2face,FFpp
731_741,1,0.9946236610412598,face2face,FFpp
190_176,1,0.995974600315094,face2face,FFpp
386_154,1,0.5624738931655884,face2face,FFpp
154_386,1,0.9899665117263794,face2face,FFpp
732_691,1,0.9947909116744996,face2face,FFpp
371_367,1,0.9943425059318542,face2face,FFpp
842_714,1,0.9625008702278136,face2face,FFpp
379_158,1,0.9926395416259766,face2face,FFpp
306_278,1,0.9927706718444824,face2face,FFpp
550_452,1,0.9917274117469788,face2face,FFpp
480_389,1,0.9909878373146056,face2face,FFpp
552_851,1,0.9920013546943665,face2face,FFpp
995_233,1,0.9877724647521972,face2face,FFpp
381_376,1,0.9931728839874268,face2face,FFpp
186_170,1,0.8240815997123718,face2face,FFpp
423_421,1,0.9940505623817444,face2face,FFpp
529_633,1,0.9929810762405396,face2face,FFpp
176_190,1,0.7149388194084167,face2face,FFpp
135_880,1,0.9915838241577148,face2face,FFpp
661_670,1,0.9933614134788512,face2face,FFpp
633_529,1,0.9956435561180116,face2face,FFpp
421_423,1,0.9952646493911744,face2face,FFpp
945_044,1,0.9949411153793336,face2face,FFpp
227_169,1,0.7239912748336792,face2face,FFpp
452_550,1,0.9927131533622742,face2face,FFpp
880_135,1,0.9877269864082336,face2face,FFpp
896_128,1,0.9901388883590698,face2face,FFpp
725_724,1,0.995578408241272,face2face,FFpp
170_186,1,0.9718692302703856,face2face,FFpp
420_257,1,0.9923628568649292,face2face,FFpp
389_480,1,0.9942915439605712,face2face,FFpp
741_731,1,0.9934016466140748,face2face,FFpp
035_036,1,0.9931138157844543,face2face,FFpp
955_078,1,0.9923775792121888,face2face,FFpp
682_669,1,0.9929224252700806,face2face,FFpp
445_494,1,0.9948881268501282,face2face,FFpp
288_321,1,0.995188534259796,face2face,FFpp
755_759,1,0.9875451922416688,face2face,FFpp
906_847,1,0.9943832159042358,face2face,FFpp
255_214,1,0.9949055314064026,face2face,FFpp
388_308,1,0.994411289691925,face2face,FFpp
233_995,1,0.3420122563838959,face2face,FFpp
036_035,1,0.9942442774772644,face2face,FFpp
953_974,1,0.9928250312805176,face2face,FFpp
219_220,1,0.9951133131980896,face2face,FFpp
141_161,1,0.9633700847625732,face2face,FFpp
280_249,1,0.9863669276237488,face2face,FFpp
973_970,1,0.9923473000526428,face2face,FFpp
705_707,1,0.9959865212440492,face2face,FFpp
128_896,1,0.9823724627494812,face2face,FFpp
003_000,1,0.9961645007133484,face2face,FFpp
352_319,1,0.98385751247406,face2face,FFpp
488_399,1,0.9960923194885254,face2face,FFpp
660_634,1,0.9881112575531006,face2face,FFpp
278_306,1,0.9876258373260498,face2face,FFpp
047_862,1,0.9916646480560304,face2face,FFpp
142_138,1,0.991881251335144,face2face,FFpp
425_485,1,0.9694255590438844,face2face,FFpp
724_725,1,0.9942591786384584,face2face,FFpp
868_949,1,0.9898975491523744,face2face,FFpp
521_517,1,0.9891287088394164,face2face,FFpp
249_280,1,0.9913926720619202,face2face,FFpp
102_114,1,0.9914498925209044,face2face,FFpp
314_347,1,0.9887862205505372,face2face,FFpp
161_141,1,0.9930094480514526,face2face,FFpp
924_917,1,0.9862194657325744,face2face,FFpp
026_012,1,0.9523994326591492,face2face,FFpp
608_675,1,0.9938765168190002,face2face,FFpp
851_552,1,0.9922059774398804,face2face,FFpp
257_420,1,0.9926859140396118,face2face,FFpp
380_358,1,0.988953173160553,face2face,FFpp
739_865,1,0.9758731126785278,face2face,FFpp
517_521,1,0.9955596327781676,face2face,FFpp
759_755,1,0.989979088306427,face2face,FFpp
650_625,1,0.9946603775024414,face2face,FFpp
347_314,1,0.987742006778717,face2face,FFpp
494_445,1,0.9863062500953674,face2face,FFpp
821_812,1,0.9832549691200256,face2face,FFpp
485_425,1,0.975498378276825,face2face,FFpp
670_661,1,0.984786331653595,face2face,FFpp
078_955,1,0.6761755347251892,face2face,FFpp
634_660,1,0.9932205677032472,face2face,FFpp
707_705,1,0.9822637438774108,face2face,FFpp
138_142,1,0.99501371383667,face2face,FFpp
801_855,1,0.9751940369606018,face2face,FFpp
429_404,1,0.9916218519210817,face2face,FFpp
919_015,1,0.984866738319397,face2face,FFpp
000_003,1,0.8877850770950317,face2face,FFpp
855_801,1,0.9964141845703124,face2face,FFpp
384_932,1,0.9924087524414062,face2face,FFpp
701_579,1,0.9944850206375122,face2face,FFpp
048_029,1,0.9923323392868042,face2face,FFpp
706_479,1,0.8788074851036072,face2face,FFpp
358_380,1,0.9876406788825988,face2face,FFpp
691_732,1,0.9936558604240416,face2face,FFpp
579_701,1,0.9934250116348268,face2face,FFpp
418_507,1,0.9942175149917604,face2face,FFpp
367_371,1,0.9853551387786864,face2face,FFpp
073_024,1,0.8703001737594604,face2face,FFpp
669_682,1,0.9941255450248718,face2face,FFpp
507_418,1,0.9948348999023438,face2face,FFpp
214_255,1,0.9952203035354614,face2face,FFpp
607_683,1,0.9928021430969238,face2face,FFpp
220_219,1,0.992112398147583,face2face,FFpp
714_842,1,0.9956417083740234,face2face,FFpp
454_527,1,0.9854252338409424,face2face,FFpp
932_384,1,0.6041710376739502,face2face,FFpp
044_945,1,0.9678683280944824,face2face,FFpp
970_973,1,0.9954159259796144,face2face,FFpp
479_706,1,0.9935821294784546,face2face,FFpp
015_919,1,0.9897167086601256,face2face,FFpp
865_739,1,0.6848745942115784,face2face,FFpp
399_488,1,0.9950848817825316,face2face,FFpp
949_868,1,0.9951061606407166,face2face,FFpp
319_352,1,0.9186543822288512,face2face,FFpp
625_650,1,0.9920387268066406,face2face,FFpp
462_467,1,0.8117682337760925,face2face,FFpp
308_388,1,0.994478702545166,face2face,FFpp
012_026,1,0.992546021938324,face2face,FFpp
029_048,1,0.9930070042610168,face2face,FFpp
321_288,1,0.8385933637619019,face2face,FFpp
169_227,1,0.9793922305107116,face2face,FFpp
376_381,1,0.9865884780883788,face2face,FFpp
862_047,1,0.9942363500595092,face2face,FFpp
630_623,1,0.9951232671737672,face2face,FFpp
404_429,1,0.9953643083572388,face2face,FFpp
024_073,1,0.9708465933799744,face2face,FFpp
847_906,1,0.9794474244117736,face2face,FFpp
812_821,1,0.967580258846283,face2face,FFpp
527_454,1,0.9881218075752258,face2face,FFpp
422_695,1,0.9966027140617372,face2face,FFpp
695_422,1,0.4200494289398193,face2face,FFpp
467_462,1,0.9944629073143004,face2face,FFpp
114_102,1,0.9960706233978271,face2face,FFpp
683_607,1,0.7459554076194763,face2face,FFpp
158_379,1,0.9798296093940736,face2face,FFpp
917_924,1,0.9826072454452516,face2face,FFpp
675_608,1,0.98711758852005,face2face,FFpp
974_953,1,0.9889912605285645,face2face,FFpp
494,0,0.0289118606597185,faceswap,FFpp
429,0,0.3506311476230621,faceswap,FFpp
114,0,0.2363674342632293,faceswap,FFpp
445,0,0.8559530377388,faceswap,FFpp
154,0,0.0455816015601158,faceswap,FFpp
714,0,0.0637609660625457,faceswap,FFpp
321,0,0.2031446397304535,faceswap,FFpp
176,0,0.01891915127635,faceswap,FFpp
691,0,0.3661973476409912,faceswap,FFpp
683,0,0.3082950413227081,faceswap,FFpp
219,0,0.0626021698117256,faceswap,FFpp
924,0,0.1376225054264068,faceswap,FFpp
423,0,0.3581245243549347,faceswap,FFpp
880,0,0.1778237670660019,faceswap,FFpp
141,0,0.1775948852300644,faceswap,FFpp
000,0,0.045865099877119,faceswap,FFpp
347,0,0.0386462993919849,faceswap,FFpp
625,0,0.5367851853370667,faceswap,FFpp
257,0,0.908007025718689,faceswap,FFpp
623,0,0.1498708426952362,faceswap,FFpp
855,0,0.1608702838420868,faceswap,FFpp
896,0,0.4765973687171936,faceswap,FFpp
379,0,0.3546620905399322,faceswap,FFpp
974,0,0.0944634675979614,faceswap,FFpp
675,0,0.0118234734982252,faceswap,FFpp
706,0,0.1195600256323814,faceswap,FFpp
