video_path,label
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Deepfakes/c23/videos/603_575.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/NeuralTextures/c23/videos/983_113.mp4,1
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/846.mp4,0
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/879.mp4,0
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Deepfakes/c23/videos/975_978.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/780_869.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/NeuralTextures/c23/videos/189_200.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/NeuralTextures/c23/videos/643_646.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Deepfakes/c23/videos/013_883.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/NeuralTextures/c23/videos/299_145.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/NeuralTextures/c23/videos/320_328.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/NeuralTextures/c23/videos/245_157.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/NeuralTextures/c23/videos/416_342.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Deepfakes/c23/videos/736_785.mp4,1
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/241.mp4,0
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/595_597.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Face2Face/c23/videos/112_892.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Face2Face/c23/videos/018_019.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Deepfakes/c23/videos/097_033.mp4,1
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/656.mp4,0
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/NeuralTextures/c23/videos/512_495.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/760_611.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/354_362.mp4,1
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/613.mp4,0
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/511.mp4,0
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/NeuralTextures/c23/videos/720_672.mp4,1
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/570.mp4,0
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/127.mp4,0
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/NeuralTextures/c23/videos/430_459.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/636_578.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Deepfakes/c23/videos/392_339.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Deepfakes/c23/videos/911_910.mp4,1
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/113.mp4,0
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/NeuralTextures/c23/videos/417_496.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Face2Face/c23/videos/893_913.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Deepfakes/c23/videos/277_335.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/NeuralTextures/c23/videos/218_239.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Face2Face/c23/videos/232_248.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Deepfakes/c23/videos/843_859.mp4,1
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/086.mp4,0
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Face2Face/c23/videos/789_753.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/NeuralTextures/c23/videos/059_050.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Face2Face/c23/videos/856_881.mp4,1
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/382.mp4,0
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Face2Face/c23/videos/132_007.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Deepfakes/c23/videos/152_149.mp4,1
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/004.mp4,0
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Face2Face/c23/videos/715_721.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/NeuralTextures/c23/videos/570_624.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Deepfakes/c23/videos/652_773.mp4,1
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/250.mp4,0
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/127_129.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/NeuralTextures/c23/videos/168_222.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Face2Face/c23/videos/340_341.mp4,1
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/936.mp4,0
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/053.mp4,0
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/950.mp4,0
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/NeuralTextures/c23/videos/738_804.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/952_882.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Face2Face/c23/videos/902_901.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/NeuralTextures/c23/videos/397_602.mp4,1
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/363.mp4,0
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Deepfakes/c23/videos/416_342.mp4,1
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/391.mp4,0
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/108_052.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/NeuralTextures/c23/videos/863_853.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Face2Face/c23/videos/674_744.mp4,1
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/027.mp4,0
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Deepfakes/c23/videos/125_038.mp4,1
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/173.mp4,0
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/789_753.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Deepfakes/c23/videos/902_901.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Deepfakes/c23/videos/587_535.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Deepfakes/c23/videos/530_594.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Deepfakes/c23/videos/538_493.mp4,1
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/205.mp4,0
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/909_857.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Deepfakes/c23/videos/091_116.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Deepfakes/c23/videos/814_871.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/NeuralTextures/c23/videos/457_398.mp4,1
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/092.mp4,0
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/599.mp4,0
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/406.mp4,0
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/185.mp4,0
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/NeuralTextures/c23/videos/635_642.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/NeuralTextures/c23/videos/364_440.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Deepfakes/c23/videos/897_969.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/074_825.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Deepfakes/c23/videos/810_838.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Face2Face/c23/videos/693_698.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/NeuralTextures/c23/videos/356_324.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/313_283.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Face2Face/c23/videos/572_554.mp4,1
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/225.mp4,0
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/NeuralTextures/c23/videos/619_620.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/NeuralTextures/c23/videos/627_658.mp4,1
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/575.mp4,0
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/733.mp4,0
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Deepfakes/c23/videos/061_080.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Face2Face/c23/videos/066_062.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Deepfakes/c23/videos/963_879.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/692_610.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/815_730.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Face2Face/c23/videos/010_005.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/NeuralTextures/c23/videos/317_359.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/548_632.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Face2Face/c23/videos/992_980.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Deepfakes/c23/videos/104_126.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Deepfakes/c23/videos/905_860.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Face2Face/c23/videos/736_785.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Face2Face/c23/videos/721_715.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/918_934.mp4,1
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/512.mp4,0
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/021.mp4,0
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Face2Face/c23/videos/956_958.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Face2Face/c23/videos/277_335.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Deepfakes/c23/videos/563_537.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/832_762.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/NeuralTextures/c23/videos/365_307.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/516_555.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Face2Face/c23/videos/468_470.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/961_069.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Face2Face/c23/videos/058_039.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Deepfakes/c23/videos/172_582.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Deepfakes/c23/videos/431_447.mp4,1
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/538.mp4,0
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/679.mp4,0
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/606_567.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Deepfakes/c23/videos/230_204.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/NeuralTextures/c23/videos/412_274.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Deepfakes/c23/videos/595_597.mp4,1
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/378.mp4,0
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Face2Face/c23/videos/596_609.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Face2Face/c23/videos/726_713.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/475_265.mp4,1
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/985.mp4,0
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Face2Face/c23/videos/282_238.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Face2Face/c23/videos/355_748.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Deepfakes/c23/videos/654_648.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/NeuralTextures/c23/videos/127_129.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/NeuralTextures/c23/videos/088_060.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Face2Face/c23/videos/757_573.mp4,1
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/455.mp4,0
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/083_213.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Deepfakes/c23/videos/692_610.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/NeuralTextures/c23/videos/070_057.mp4,1
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/810.mp4,0
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/165.mp4,0
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Deepfakes/c23/videos/261_254.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/897_969.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Face2Face/c23/videos/811_920.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Face2Face/c23/videos/079_076.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/590_034.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Deepfakes/c23/videos/426_287.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Deepfakes/c23/videos/542_520.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/NeuralTextures/c23/videos/276_185.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/428_466.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/NeuralTextures/c23/videos/304_300.mp4,1
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/213.mp4,0
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/261_254.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Deepfakes/c23/videos/791_770.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Face2Face/c23/videos/042_084.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/NeuralTextures/c23/videos/528_510.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/006_002.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Face2Face/c23/videos/549_531.mp4,1
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/693.mp4,0
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/981.mp4,0
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Face2Face/c23/videos/309_303.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/068_028.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Deepfakes/c23/videos/077_100.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/NeuralTextures/c23/videos/252_266.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Face2Face/c23/videos/772_708.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/NeuralTextures/c23/videos/700_813.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Face2Face/c23/videos/436_526.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/229_247.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Deepfakes/c23/videos/621_546.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Deepfakes/c23/videos/461_250.mp4,1
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/256.mp4,0
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/751.mp4,0
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/043.mp4,0
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/609.mp4,0
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Deepfakes/c23/videos/921_569.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/628_568.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Face2Face/c23/videos/206_221.mp4,1
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/333.mp4,0
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Deepfakes/c23/videos/837_890.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/613_685.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Deepfakes/c23/videos/492_325.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/NeuralTextures/c23/videos/466_428.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/854_747.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Face2Face/c23/videos/365_307.mp4,1
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/377.mp4,0
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/621.mp4,0
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Face2Face/c23/videos/116_091.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/NeuralTextures/c23/videos/101_096.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/274_412.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/008_990.mp4,1
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/383.mp4,0
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/337_522.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/989_993.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Face2Face/c23/videos/196_310.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/604_703.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Face2Face/c23/videos/555_516.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Deepfakes/c23/videos/582_172.mp4,1
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/658.mp4,0
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/NeuralTextures/c23/videos/086_090.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/473_366.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Deepfakes/c23/videos/984_967.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/631_551.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/NeuralTextures/c23/videos/748_355.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/NeuralTextures/c23/videos/710_788.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Face2Face/c23/videos/175_159.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Face2Face/c23/videos/168_222.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Face2Face/c23/videos/820_818.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/616_614.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/838_810.mp4,1
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/568.mp4,0
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Deepfakes/c23/videos/590_034.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/751_752.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/NeuralTextures/c23/videos/032_944.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Deepfakes/c23/videos/356_324.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Deepfakes/c23/videos/320_328.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Face2Face/c23/videos/274_412.mp4,1
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/365.mp4,0
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/829.mp4,0
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Deepfakes/c23/videos/642_635.mp4,1
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/818.mp4,0
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/064.mp4,0
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Face2Face/c23/videos/054_071.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Deepfakes/c23/videos/960_999.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/225_151.mp4,1
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/051.mp4,0
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/698.mp4,0
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/NeuralTextures/c23/videos/307_365.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Face2Face/c23/videos/251_375.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/618_629.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/659_749.mp4,1
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/942.mp4,0
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Face2Face/c23/videos/827_817.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/NeuralTextures/c23/videos/083_213.mp4,1
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/309.mp4,0
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Face2Face/c23/videos/996_056.mp4,1
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/646.mp4,0
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/864.mp4,0
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Deepfakes/c23/videos/659_749.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/NeuralTextures/c23/videos/406_391.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/NeuralTextures/c23/videos/226_491.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Deepfakes/c23/videos/888_937.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/NeuralTextures/c23/videos/562_626.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/900_926.mp4,1
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/387.mp4,0
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/Face2Face/c23/videos/061_080.mp4,1
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/NeuralTextures/c23/videos/203_201.mp4,1
